species:ncbi:53232	l.mutabilis Sweet|lupinus mutabilis Sweet|L. cruckshanksii Hook.|L. cruckshanskii|l. cruckshanskii|L.mutabilis Sweet|Lupinus mutabilis|Lupinus cruckshanksii Hook.|Lupinus cruckshanskii|lupinus cruckshanksii Hook.|L.mutabilis|L.cruckshanskii|Lupinus mutabilis Sweet|l.cruckshanskii|l.cruckshanksii Hook.|l.mutabilis|L. mutabilis|L. mutabilis Sweet|lupinus cruckshanskii|l. mutabilis Sweet|L.cruckshanksii Hook.|l. cruckshanksii Hook.|l. mutabilis|lupinus mutabilis
species:ncbi:53249	Pseudoalteromonas sp|P. sp.|Pseudoalteromonas sp.|p.sp.|p. sp.|pseudoalteromonas sp|P.sp.|pseudoalteromonas sp.
species:ncbi:53278	S. griseus|Western gray squirrel|s. griseus|s.griseus|Western gray squirrels|S.griseus|sciurus griseus|Sciurus griseus|western gray squirrel|western gray squirrels
species:ncbi:53277	Garden dormouse|e.quercinus|Eliomys quercinus|E.quercinus|Garden dormouses|e. quercinus|E. quercinus|garden dormouses|eliomys quercinus|garden dormouse
species:ncbi:53176	T.chamaedrys|wall germander|Wall germanders|t.chamaedrys|Teucrium chamaedrys|Teucrium chamaedrys L.|T. chamaedrys|teucrium chamaedrys L.|Wall germander|t. chamaedrys|wall germanders|teucrium chamaedrys
species:ncbi:53179	la Piedad-Michoacan-Mexico virus|P.paramyxovirus La Piedad Michoacan|p.paramyxovirus La Piedad Michoacan|La Piedad-Michoacan-Mexico virus|p. rubulavirus|L.virus|p.rubulavirus|P. rubulavirus|l. virus|l. Piedad-Michoacan-Mexico virus|L. virus|la Piedad|P.rubulavirus|Porcine rubulavirus|p. paramyxovirus La Piedad Michoacan|La Piedad|Porcine paramyxovirus La Piedad Michoacan|porcine paramyxovirus La Piedad Michoacan|P. paramyxovirus La Piedad Michoacan|l.virus|l.Piedad-Michoacan-Mexico virus|porcine rubulavirus|la-Piedad-Michoacan-Mexico virus|L.Piedad-Michoacan-Mexico virus|La-Piedad-Michoacan-Mexico virus|L. Piedad-Michoacan-Mexico virus
species:ncbi:53182	F. syncytial virus|Feline syncytial virus|f.foamy virus|FSV|f.syncytial virus|f. foamy virus|F.foamy virus|F. foamy virus|feline foamy virus|feline syncytial virus|f. syncytial virus|Feline foamy virus|F.syncytial virus
species:ncbi:53181	h.chlorotic ringspot virus|H.chlorotic ringspot virus|Hibiscus chlorotic ringspot virus|H. chlorotic ringspot virus|hibiscus chlorotic ringspot virus|h. chlorotic ringspot virus
species:ncbi:53408	pseudomonas citronellolis|P. citronellolis|P.citronellolis|pseudomonas citronellolis Seubert 1960 (Approved Lists 1980) emend. Lang et al. 2007|Pseudomonas citronellolis Seubert 1960 (Approved Lists 1980) emend. Lang et al. 2007|p. citronellolis|p.citronellolis|Pseudomonas citronellolis
species:ncbi:53406	p. anguilliseptica|pseudomonas anguilliseptica Wakabayashi and Egusa 1972|pseudomonas anguilliseptica|p.anguilliseptica Wakabayashi and Egusa 1972|P.anguilliseptica Wakabayashi and Egusa 1972|P.anguilliseptica|Pseudomonas anguilliseptica Wakabayashi and Egusa 1972|Pseudomonas anguilliseptica|p.anguilliseptica|P. anguilliseptica Wakabayashi and Egusa 1972|p. anguilliseptica Wakabayashi and Egusa 1972|P. anguilliseptica
species:ncbi:53418	T.lecithinolyticum|t.lecithinolyticum|treponema lecithinolyticum|T. lecithinolyticum|Treponema lecithinolyticum|Treponema lecithinolytikum|treponema lecithinolytikum|T. lecithinolyticum Wyss et al. 1999|t.lecithinolyticum Wyss et al. 1999|t. lecithinolyticum|treponema lecithinolyticum Wyss et al. 1999|t. lecithinolyticum Wyss et al. 1999|T.lecithinolyticum Wyss et al. 1999|Treponema lecithinolyticum Wyss et al. 1999
species:ncbi:53419	t.socranskii Smibert et al. 1984|T. socranskii Smibert et al. 1984|treponema socranskii|Treponema socranskyi|T.socranskii|Treponema socranskii Smibert et al. 1984|t. socranskii|treponema socranskii Smibert et al. 1984|treponema socranskyi|t.socranskii|Treponema socranskii|t. socranskii Smibert et al. 1984|T.socranskii Smibert et al. 1984|T. socranskii
species:ncbi:53413	X. axonoperis|xanthomonas axonoperis|xanthomonas axonopodis|X. axonopodis|Xanthomonas axonopodis Starr and Garces 1950 (Approved Lists 1980) emend. van den Mooter and Swings 1990|x.axonopodis|Xanthomonas axonopodis|xanthomonas axonopodis Starr and Garces 1950 (Approved Lists 1980) emend. Vauterin et al. 1995|x.axonoperis|Xanthomonas axonoperis|x. axonoperis|X.axonopodis|xanthomonas axonopodis Starr and Garces 1950 (Approved Lists 1980) emend. van den Mooter and Swings 1990|x. axonopodis|Xanthomonas axonopodis Starr and Garces 1950 (Approved Lists 1980) emend. Vauterin et al. 1995|X.axonoperis
species:ncbi:53412	P.resinovorans Delaporte et al. 1961|p. resinovorans|P. resinovorans|Pseudomonas resinovorans Delaporte et al. 1961|P.resinovorans|p.resinovorans Delaporte et al. 1961|pseudomonas resinovorans|P. resinovorans Delaporte et al. 1961|p.resinovorans|Pseudomonas resinovorans|pseudomonas resinovorans Delaporte et al. 1961|p. resinovorans Delaporte et al. 1961
species:ncbi:53435	s.paraluis|T. cuniculi|t.paraluiscuniculi|T.paraluiscuniculi|T.paraluis-cuniculi|T.pallidum var. cuniculi|treponema paraluiscuniculi corrig. (Jacobsthal 1920) Smibert 1974|spirochaeta paraluis|S. paraluis|S. paraluis-cuniculi|s. cuniculi|s. paraluis|t.paraluiscuniculi corrig. (Jacobsthal 1920) Smibert 1974|Treponema paraluiscuniculi|s.pallida var. cuniculi|Treponema cuniculi|S.cuniculi|treponema paraluis-cuniculi|T.cuniculi|t.pallidum var. cuniculi|t. paraluis-cuniculi|spirochaeta cuniculi|Spirochaeta paraluis-cuniculi|S.paraluis-cuniculi|t. pallidum var. cuniculi|Spirochaeta pallida var. cuniculi|t.cuniculi|Treponema paraluiscuniculi corrig. (Jacobsthal 1920) Smibert 1974|t.paraluis-cuniculi|treponema cuniculi|T.paraluiscuniculi corrig. (Jacobsthal 1920) Smibert 1974|s. paraluis-cuniculi|spirochaeta pallida var. cuniculi|s.cuniculi|T. paraluis-cuniculi|T. pallidum var. cuniculi|treponema paraluiscuniculi|S. cuniculi|t. paraluiscuniculi corrig. (Jacobsthal 1920) Smibert 1974|treponema pallidum var. cuniculi|Treponema pallidum var. cuniculi|T. paraluiscuniculi|t. paraluiscuniculi|spirochaeta paraluis-cuniculi|S.paraluis|T. paraluiscuniculi corrig. (Jacobsthal 1920) Smibert 1974|S. pallida var. cuniculi|Spirochaeta cuniculi|s.paraluis-cuniculi|t. cuniculi|Treponema paraluis-cuniculi|s. pallida var. cuniculi|S.pallida var. cuniculi|Spirochaeta paraluis
species:ncbi:53485	p.teres|Drechslera terres|p. teres|d. terres|D. terres|barley net-spot blotch disease agents|Pyrenophora teres|d.terres|D.terres|barley net-spot blotch disease agent|drechslera terres|P. teres|P.teres|Barley net-spot blotch disease agent|Barley net-spot blotch disease agents|pyrenophora teres
species:ncbi:637930	a.melegueta|aframomum melegueta K.Schum.|A. melegueta|Aframomum melegueta|a. melegueta|aframomum melegueta|Aframomum melegueta K.Schum.|A.melegueta
species:ncbi:53446	S. cinnamoneum|S.cinnamoneus|Streptoverticillium cinnamoneum subsp. cinnamoneum (Benedict et al. 1952) Baldacci et al. 1966|v.cinnamomeus forma cinnamomeus|S.cinnamoneum|S.cinnamoneus (Benedict et al. 1952) Witt and Stackebrandt 1991|Verticillomyces cinnamomeus forma cinnamomeus|S. cinnamoneus|Streptoverticillium cinnamoneum subsp. cinnamoneum Baldacci and Locci 1974 (sic)s|streptomyces cinnamoneus subsp. cinnamoneus|Streptoverticillium cinnamomeus forma cinnamomeus|streptoverticillium cinnamoneum subsp. cinnamoneum (Benedict et al. 1952) Baldacci et al. 1966s|s.cinnamoneum|s. cinnamoneus|Streptoverticillium cinnamoneum subsp. cinnamoneum Baldacci and Locci 1974 (sic)|V. cinnamomeus forma cinnamomeus|streptomyces cinnamoneus (Benedict et al. 1952) Witt and Stackebrandt 1991|Streptomyces cinnamomeus forma cinnamomeus|s.cinnamoneus|s. cinnamoneum|Streptoverticillium cinnamoneum subsp. cinnamoneum (Benedict et al. 1952) Baldacci et al. 1966s|s. cinnamoneus (Benedict et al. 1952) Witt and Stackebrandt 1991|V.cinnamomeus forma cinnamomeus|Streptoverticillium cinnamoneum|S.cinnamoneum (Benedict et al. 1952) Baldacci et al. 1966 (Approved Lists 1980)|s.cinnamoneum (Benedict et al. 1952) Baldacci et al. 1966 (Approved Lists 1980)|Streptoverticillium cinnamoneum (Benedict et al. 1952) Baldacci et al. 1966 (Approved Lists 1980)|Streptoverticillium cinnamoneum subsp. cinnamoneums|S. cinnamoneum (Benedict et al. 1952) Baldacci et al. 1966 (Approved Lists 1980)|Streptomyces cinnamoneus|streptomyces cinnamoneus|s.cinnamoneus (Benedict et al. 1952) Witt and Stackebrandt 1991|S. cinnamomeus forma cinnamomeus|Streptoverticillium cinnamoneum subsp. cinnamoneum|streptoverticillium cinnamoneum subsp. cinnamoneum|S.cinnamomeus forma cinnamomeus|streptoverticillium cinnamoneum subsp. cinnamoneum (Benedict et al. 1952) Baldacci et al. 1966|s. cinnamomeus forma cinnamomeus|v. cinnamomeus forma cinnamomeus|verticillomyces cinnamomeus forma cinnamomeus|streptomyces cinnamomeus forma cinnamomeus|Streptomyces cinnamoneus (Benedict et al. 1952) Witt and Stackebrandt 1991|streptoverticillium cinnamoneum subsp. cinnamoneum Baldacci and Locci 1974 (sic)|streptoverticillium cinnamoneum (Benedict et al. 1952) Baldacci et al. 1966 (Approved Lists 1980)|s.cinnamomeus forma cinnamomeus|Streptomyces cinnamoneus subsp. cinnamoneus|streptoverticillium cinnamoneum subsp. cinnamoneums|s. cinnamoneum (Benedict et al. 1952) Baldacci et al. 1966 (Approved Lists 1980)|S. cinnamoneus (Benedict et al. 1952) Witt and Stackebrandt 1991|streptoverticillium cinnamoneum subsp. cinnamoneum Baldacci and Locci 1974 (sic)s|streptoverticillium cinnamomeus forma cinnamomeus|streptoverticillium cinnamoneum
species:ncbi:53462	m.mageritense Domenech et al. 1997|M.mageritense|m.mageritense|mycobacterium mageritense|M. mageritense Domenech et al. 1997|Mycobacterium mageritense|Mycobacterium mageritense Domenech et al. 1997|M.mageritense Domenech et al. 1997|m. mageritense Domenech et al. 1997|M. mageritense|mycobacterium mageritense Domenech et al. 1997|m. mageritense
species:ncbi:53468	M. corti|Mesocestoides corti|M. corti Hoeppli 1925|mesocestoides corti|mesocestoides corti Hoeppli 1925|m.corti|m. corti Hoeppli 1925|M.corti Hoeppli 1925|m. corti|Mesocestoides corti Hoeppli 1925|m.corti Hoeppli 1925|M.corti
species:ncbi:431266	L. australasiae|liocheles australasiae|Liocheles australasiae|L.australasiae|l.australasiae|l. australasiae
species:ncbi:386891	Moraxella bovoculi|Moraxella bovoculi Angelos et al. 2007|m. bovoculi|m.bovoculi|M. bovoculi|moraxella bovoculi Angelos et al. 2007|M.bovoculi|moraxella bovoculi
species:ncbi:53306	Minuca pugnax|M.pugnax|U.pugnax|M. pugnax|u.pugnax|u. pugnax|m.pugnax|m. pugnax|U. pugnax|minuca pugnax|Uca pugnax|uca pugnax
species:ncbi:53399	Hyphomicrobium denitrificans Urakami et al. 1995|H. denitrificans Urakami et al. 1995|H.denitrificans Urakami et al. 1995|hyphomicrobium denitrificans Urakami et al. 1995|hyphomicrobium denitrificans|h.denitrificans|H. denitrificans|h.denitrificans Urakami et al. 1995|h. denitrificans Urakami et al. 1995|H.denitrificans|Hyphomicrobium denitrificans|h. denitrificans
species:ncbi:53344	s. delphini|S. delphini Varaldo et al. 1988|s.delphini Varaldo et al. 1988|staphylococcus delphini|S.delphini Varaldo et al. 1988|s. delphini Varaldo et al. 1988|S. delphini|Staphylococcus delphini Varaldo et al. 1988|Staphylococcus delphini|s.delphini|staphylococcus delphini Varaldo et al. 1988|S.delphini
species:ncbi:53345	e.durans|S. durans|E.durans|Streptococcus durans|Streptococcus durans (ex Sherman and Wing 1937) Knight et al. 1984|s. durans|E. durans|s.durans|enterococcus durans|Enterococcus durans|Enterococcus durans (ex Sherman and Wing 1937) Collins et al. 1984|enterococcus durans (ex Sherman and Wing 1937) Collins et al. 1984|S.durans|streptococcus durans|e. durans|streptococcus durans (ex Sherman and Wing 1937) Knight et al. 1984
species:ncbi:53346	enterococcus mundtii Collins et al. 1986|E. mundtii Collins et al. 1986|E.mundtii Collins et al. 1986|enterococcus mundtii|Enterococcus mundtii|e.mundtii|E. mundtii|e. mundtii|e. mundtii Collins et al. 1986|E.mundtii|Enterococcus mundtii Collins et al. 1986|e.mundtii Collins et al. 1986
species:ncbi:53354	streptococcus gallolyticus subsp. gallolyticus|Streptococcus gallolyticus subsp. gallolyticus Schlegel et al. 2003|s.gallolyticus subsp. gallolyticus|S.gallolyticus subsp. gallolyticus|s. gallolyticus subsp. gallolyticus|streptococcus gallolyticus subsp. gallolyticus Osawa et al. 1996|S. gallolyticus subsp. gallolyticus|Streptococcus gallolyticus subsp. gallolyticus Osawa et al. 1996|streptococcus gallolyticus subsp. gallolyticus Schlegel et al. 2003|Streptococcus gallolyticus subsp. gallolyticus
species:ncbi:53326	A.ceylanicum|a. ceylanicum|A. ceylanicum|a.ceylanicum|Ancylostoma ceylanicum|ancylostoma ceylanicum
species:ncbi:53327	ancylostoma tubaeforme|A.tubaeforme|a.tubaeforme|a. tubaeforme|Ancylostoma tubaeforme|A. tubaeforme
species:ncbi:53323	N.granulata|C.granulatus|Neohelice granulata|c. granulatus|chasmognathus granulosus|C.granulata|C. granulata|Chasmagnathus granulata|N. granulata|neohelice granulata|Chasmognathus granulosus|C. granulatus|c.granulata|chasmagnathus granulata|c. granulata|chasmagnathus granulatus|n.granulata|c.granulatus|Chasmagnathus granulatus|n. granulata
species:ncbi:53336	tatumella citrea|pantoea citrea|Tatumella citrea|Pantoea citrea|P. citrea|P.citrea|p.citrea|p. citrea|Pantoea citrea Kageyama et al. 1992|pantoea citrea Kageyama et al. 1992
species:ncbi:53334	C. mentulatus|c. mentulatus|camelostrongylus mentulatus|C.mentulatus|Camelostrongylus mentulatus|c.mentulatus
species:ncbi:53331	t.rugatus|T. rugatus|Trichostrongylus rugatus|T.rugatus|t. rugatus|trichostrongylus rugatus
species:ncbi:637853	g. pulchrum|Gongylonema pulchrum|gongylonema pulchrum|G.pulchrum|G. pulchrum|g.pulchrum
species:ncbi:326035	eimeria vermiformis|e.vermiformis|Eimeria vermiformis|e. vermiformis|E. vermiformis|E.vermiformis
species:ncbi:326033	Eimeria pragensis|e.pragensis|E.pragensis|E. pragensis|eimeria pragensis|e. pragensis
species:ncbi:443532	Lissemys punctata punctata|l.punctata punctata|lissemys punctata punctata|L.punctata punctata|l. punctata punctata|L. punctata punctata
species:ncbi:319348	P. vanderplanki|Sleeping chironomids|sleeping chironomids|sleeping chironomid|p.vanderplanki|P.vanderplanki|Sleeping chironomid|polypedilum vanderplanki|p. vanderplanki|Polypedilum vanderplanki
species:ncbi:302911	b.lactis|b. animalis subsp. lactis|bifidobacterium lactis Meile et al. 1997|bifidobacterium animalis subsp. lactis|B. lactis|Bifidobacterium animalis subsp. lactis (Meile et al. 1997) Masco et al. 2004|bifidobacterium lactis|B.animalis subsp. lactis|Bifidobacterium lactis Meile et al. 1997|B.lactis|B. animalis subsp. lactis|bifidobacterium animalis subsp. lactis (Meile et al. 1997) Masco et al. 2004|Bifidobacterium lactis|Bifidobacterium animalis subsp. lactis|b.animalis subsp. lactis|b. lactis
species:ncbi:431188	dendrobium candidum|d. candidum|Dendrobium candidum|dendrobium candidum Wall. ex Lindl.|D. candidum|D.candidum|Dendrobium candidum Wall. ex Lindl.|d.candidum
species:ncbi:53602	Carcinus mediterraneus|c.aestuarii|carcinus aestuarii|Carcinus aestuarii|C. aestuarii|C.aestuarii|C.mediterraneus|c.mediterraneus|carcinus mediterraneus|C. mediterraneus|c. aestuarii|c. mediterraneus
species:ncbi:453230	Desulfarculus baarsii|Desulfoarculus baarsii|desulfarculus barsii|Desulfovibrio baarsii Widdel 1981|desulfarculus baarsii|desulfoarculus baarsii|Desulfoarculus barsii|d. baarsii|Desulfovibrio baarsii|D.baarsii|d.baarsii|Desulfarculus baarsii (Widdel 1981) Kuever et al. 2006|desulfoarculus barsii|Desulfoarculus baarsi|D. baarsii|Desulfarculus barsii|desulfoarculus baarsi|desulfarculus baarsii (Widdel 1981) Kuever et al. 2006|desulfovibrio baarsii|desulfovibrio baarsii Widdel 1981
species:ncbi:53655	M. lambica|P.fermentans|P.sp. AWRI 1271|Candida fimetaria|m.lambica|P. sp. AWRI 1271|c.fimetaria|candida lambica|m. lambica|c. fimetaria|c. lambica|Pichia fermentans|pichia sp. AWRI 1271|Mycoderma lambica|Candida lambica|C. fimetaria|C.lambica|c.lambica|M.lambica|p.sp. AWRI 1271|C. lambica|mycoderma lambica|C.fimetaria|pichia fermentans|Pichia sp. AWRI 1271|candida fimetaria|p.fermentans|p. fermentans|p. sp. AWRI 1271|P. fermentans
species:ncbi:453298	Q. pyrenaica Willd.|q. pyrenaica Willd.|Q.pyrenaica Willd.|Quercus pyrenaica Willd.|quercus pyrenaica|quercus pyrenaica Willd.|q. pyrenaica|Q. pyrenaica|q.pyrenaica Willd.|Quercus pyrenaica|Q.pyrenaica|q.pyrenaica
species:ncbi:53643	S.amethionina|s.amethionina|pichia amethionina|P.amethionina|Pichia amethionina|p. amethionina|Starmera amethionina|s. amethionina|p.amethionina|P. amethionina|starmera amethionina|S. amethionina
species:ncbi:386629	omphisa fuscidentalis Hampson|o.fuscidentalis|Omphisa fuscidentalis Hampson|bamboo borers|omphisa fuscidentalis|O.fuscidentalis Hampson|Bamboo borer|o. fuscidentalis|O. fuscidentalis|o.fuscidentalis Hampson|Bamboo borers|Omphisa fuscidentalis|bamboo borer|o. fuscidentalis Hampson|O.fuscidentalis|O. fuscidentalis Hampson
species:ncbi:386614	Thorny skate|r. radiata|Raja radiata|R. radiata|Amblyraja radiata|thorny skate|A.radiata|a.radiata|raja radiata|amblyraja radiata|R.radiata|a. radiata|r.radiata|thorny skates|Thorny skates|A. radiata
species:ncbi:370844	P.pygmaeus|macrolophus pygmaeus|phytocoris pygmaeus|M. pygmaeus|m.pygmaeus|p.pygmaeus|M.pygmaeus|m. pygmaeus|Phytocoris pygmaeus|p. pygmaeus|Macrolophus pygmaeus|P. pygmaeus
species:ncbi:326797	Nidulariaum procerum|nidularium procerum|n.procerum|n. procerum|N.procerum|Nidularium procerum Lindm.|nidularium procerum Lindm.|nidulariaum procerum|N. procerum|Nidularium procerum
species:ncbi:53502	S.caespitosus|s.caespitosus|streptomyces caespitosus|Streptomyces caespitosus|s. caespitosus|S. caespitosus
species:ncbi:319147	bridelia ferruginea|b. ferruginea|b.ferruginea|Bridelia ferruginea|B.ferruginea|B. ferruginea
species:ncbi:469930	G.kola|garcinia kola Heckel|g.kola Heckel|garcinia kola|G. kola Heckel|Garcinia kola Heckel|Garcinia kola|G.kola Heckel|G. kola|g.kola|g. kola Heckel|g. kola
species:ncbi:53553	T. rutilus|t. rutilus|Toxorhynchites rutilus|T.rutilus|toxorhynchites rutilus|toxorhinchites rutilus|t.rutilus|Toxorhinchites rutilus
species:ncbi:53522	a. alba|t. alba|T. mesouviformis Nonomura and Ohara 1974 (Approved Lists 1980)|T.alba|thermomonospora alba (Locci et al. 1967) Cross and Goodfellow 1973 (Approved Lists 1980)|t.mesouviformis|t. mesouviformis|thermomonospora mesouviformis|Thermomonospora alba|Actinobifida alba|Thermobifida alba|t. alba (Locci et al. 1967) Cross and Goodfellow 1973 (Approved Lists 1980)|t.alba (Locci et al. 1967) Zhang et al. 1998|thermomonospora mesouviformis Nonomura and Ohara 1974 (Approved Lists 1980)|Thermobifida alba (Locci et al. 1967) Zhang et al. 1998|t.alba|Thermomonospora mesouviformis Nonomura and Ohara 1974 (Approved Lists 1980)|t.alba (Locci et al. 1967) Cross and Goodfellow 1973 (Approved Lists 1980)|A.alba|Thermomonospora mesouviformis|T.mesouviformis Nonomura and Ohara 1974 (Approved Lists 1980)|thermomonospora alba|t.mesouviformis Nonomura and Ohara 1974 (Approved Lists 1980)|T. alba (Locci et al. 1967) Zhang et al. 1998|thermobifida alba (Locci et al. 1967) Zhang et al. 1998|T. alba (Locci et al. 1967) Cross and Goodfellow 1973 (Approved Lists 1980)|T.alba (Locci et al. 1967) Zhang et al. 1998|a.alba|T.mesouviformis|t. mesouviformis Nonomura and Ohara 1974 (Approved Lists 1980)|T. alba|Thermomonospora alba (Locci et al. 1967) Cross and Goodfellow 1973 (Approved Lists 1980)|t. alba (Locci et al. 1967) Zhang et al. 1998|A. alba|T. mesouviformis|thermobifida alba|actinobifida alba|T.alba (Locci et al. 1967) Cross and Goodfellow 1973 (Approved Lists 1980)
species:ncbi:53893	L.cuneata|perennial lespedeza|perennial lespedezas|chinese bush-clover|Chinese bush-clover|Perennial lespedeza|l.cuneata|chinese bush-clovers|Sericea lespedeza|Lespedeza cuneata|sericea lespedezas|Sericea lespedezas|lespedeza cuneata (Dum.Cours.) G.Don|lespedeza cuneata|Lespedeza cuneata (Dum.Cours.) G.Don|sericea lespedeza|l. cuneata|Perennial lespedezas|Chinese bush-clovers|L. cuneata
species:ncbi:53852	Golden-rain|pudding-pie-tree|C. fistula|Purging cassias|golden-rain|Pudding-pie-tree|cassia fistula|Cassia fistula|Cassia fustula|cassia fustula|Pudding-pie-trees|purging cassias|Purging cassia|C.fistula|pudding-pie-trees|purging cassia|cassia fistula L.|c. fistula|Golden-rains|golden-rains|Cassia fistula L.|c.fistula
species:ncbi:53854	golden cassias|C.fasciculata|partridge-peas|Partridge-pea|Golden cassias|C. fasciculata|chamaecrista fasciculata (Michx.) Greene|Partridge-peas|Chamaecrista fasciculata (Michx.) Greene|Golden cassia|c.fasciculata (Michx.) Greene|c.fasciculata|chamaecrista fasciculata|C. fasciculata (Michx.) Greene|partridge-pea|C.fasciculata (Michx.) Greene|Chamaecrista fasciculata|c. fasciculata|golden cassia|c. fasciculata (Michx.) Greene
species:ncbi:53846	Caesalpinia pulcherrima|C. pulcherrima (L.) Sw.|c. pulcherrima (L.) Sw.|Caesalpinia pulcherrima (L.) Sw.|c. pulcherrima|C.pulcherrima|caessalpinia pulcherrima|C. pulcherrima|c.pulcherrima|C.pulcherrima (L.) Sw.|caesalpinia pulcherrima (L.) Sw.|Pride-of-Barbados|caesalpinia pulcherrima|Caessalpinia pulcherrima|c.pulcherrima (L.) Sw.|pride-of-Barbados
species:ncbi:443947	X. laevis laevis|x.laevis laevis|X.laevis laevis|x. laevis laevis|xenopus laevis laevis|Xenopus laevis laevis
species:ncbi:469753	C. brevitarsis|Culicoides brevitarsis|C.brevitarsis|culicoides brevitarsis|c.brevitarsis|c. brevitarsis
species:ncbi:53751	e. purpurea|E. purpurea (L.) Moench|E.purpurea (L.) Moench|echinacea purpurea|e.purpurea (L.) Moench|Echinacea purpurea (L.) Moench|e. purpurea (L.) Moench|echinacea purpurea (L.) Moench|E. purpurea|E.purpurea|e.purpurea|Echinacea purpurea
species:ncbi:53749	e. pallida|E.pallida (Nutt.) Nutt.|E. pallida|E.pallida|Echinacea pallida (Nutt.) Nutt.|Echinacea pallida|E. pallida (Nutt.) Nutt.|echinacea pallida|echinacea pallida (Nutt.) Nutt.|e. pallida (Nutt.) Nutt.|e.pallida (Nutt.) Nutt.|e.pallida
