species:ncbi:158814	T.carolina|t. carolina|t.carolina|terrapene carolina|T. carolina|Terrapene carolina
species:ncbi:158850	P. alcalifaciens biogroup 3|p. friederikeiana|p. rustigianii|Providencia friederikeiana|P.rustigianii Hickman-Brenner et al. 1983|p. rustigianii Hickman-Brenner et al. 1983|Providencia rustigianii|p.friederikeana|P. rustigianii Hickman-Brenner et al. 1983|p. friederikeana|P. friederikeiana|P.alcalifaciens biogroup 3|p.friedericiana|providencia friederikeana|providencia friedericiana|P.friedericiana Muller 1983|Providencia friedericiana Muller 1983|providencia friedericiana Muller 1983|P.friederikeana|p. friedericiana Muller 1983|P. friederikeana|P. friedericiana Muller 1983|Providencia alcalifaciens biogroup 3|p.alcalifaciens biogroup 3|providencia alcalifaciens biogroup 3|providencia rustigianii Hickman-Brenner et al. 1983|Providencia rustigianii Hickman-Brenner et al. 1983|Providencia friedericiana|P.friederikeiana|p. alcalifaciens biogroup 3|providencia friederikeiana|P.rustigianii|p.friederikeiana|p. friedericiana|P. rustigianii|p.rustigianii|P.friedericiana|providencia rustigianii|P. friedericiana|p.rustigianii Hickman-Brenner et al. 1983|Providencia friederikeana|p.friedericiana Muller 1983
species:ncbi:158836	enterobacter hormaechei O'Hara et al. 1990|e. hormaechei|enterobacter hormaechei|Enterobacter hormaechei O'Hara et al. 1990|E. hormaechei|C. Enteric Group 75|Enterobacter hormaechei|E.hormaechei|c.Enteric Group 75|cDC Enteric Group 75|c. Enteric Group 75|C.Enteric Group 75|e.hormaechei|CDC Enteric Group 75
species:ncbi:158877	Koserella trabulsii Hickman-Brenner et al. 1985|yokenella regensburgei|Enteric Group 45|Y. regensburgei|E. Group 45|enteric Group 45|yokenella regensburgei Kosako et al. 1985|e.Group 45|e. Group 45|y.regensburgei|y. regensburgei|k. trabulsii|koserella trabulsii Hickman-Brenner et al. 1985|E.Group 45|koserella trabulsii|Yokenella regensburgei|Koserella trabulsii|k.trabulsii|K.trabulsii|Y.regensburgei|K. trabulsii|Yokenella regensburgei Kosako et al. 1985
species:ncbi:987934	E. chrysorrhoea|euproctis chrysorrhoea|E.chrysorrhoea|e. chrysorrhoea|e.chrysorrhoea|Euproctis chrysorrhoea
species:ncbi:158927	Calophyllum inophyllum L.|Calophyllum inophyllum|c. inophyllum|c.inophyllum|calophyllum inophyllum|C. inophyllum|calophyllum inophyllum L.|C.inophyllum
species:ncbi:248361	M.indica|m.indica L.|Morus indica L.|morus indica L.|M. indica L.|m. indica L.|M.indica L.|M. indica|Morus indica|m. indica|morus indica|m.indica
species:ncbi:176090	s. sinensis Woo et al. 2002|Streptococcus sinensis|S.sinensis|s.sinensis|s.sinensis Woo et al. 2002|S. sinensis Woo et al. 2002|streptococcus sinensis|streptococcus sinensis Woo et al. 2002|S.sinensis Woo et al. 2002|s. sinensis|S. sinensis|Streptococcus sinensis Woo et al. 2002
species:ncbi:176092	hyalomma anatolicum|h.anatolicum|h. anatolicum|Hyalomma anatolicum|H. anatolicum|H.anatolicum
species:ncbi:176093	H.anatolicum anatolicum|hyalomma anatolicum anatolicum|Hyalomma anatolicum anatolicum|h. anatolicum anatolicum|H. anatolicum anatolicum|h.anatolicum anatolicum
species:ncbi:291112	Photorhabdus asymbiotica Fischer-Le Saux et al. 1999 emend. Akhurst et al. 2004|photorhabdus asymbiotica Fischer-Le Saux et al. 1999 emend. Akhurst et al. 2004|P. asymbiotica Fischer-Le Saux et al. 1999 emend. Akhurst et al. 2004|p. asymbiotica Fischer-Le Saux et al. 1999 emend. Akhurst et al. 2004|p. asymbiotica|p.asymbiotica Fischer-Le Saux et al. 1999 emend. Akhurst et al. 2004|P. asymbiotica|p.asymbiotica|Photorhabdus asymbiotica|P.asymbiotica|photorhabdus asymbiotica|P.asymbiotica Fischer-Le Saux et al. 1999 emend. Akhurst et al. 2004
species:ncbi:176039	e. roseicapilla|E. roseicapillus|Eolophus roseicapilla|galah|e. roseicapillus|e.roseicapilla|E.roseicapillus|galahs|e.roseicapillus|Galah|E.roseicapilla|Galahs|E. roseicapilla|eolophus roseicapilla|eolophus roseicapillus|Eolophus roseicapillus
species:ncbi:543639	d.silvarum|dermacentor silvarum|D. silvarum|D.silvarum|d. silvarum|Dermacentor silvarum
species:ncbi:291059	phomopsis leptostromiformis|p. leptostromiformis|P. leptostromiformis|P.leptostromiformis|p.leptostromiformis|Phomopsis leptostromiformis
species:ncbi:613112	Boswellia serrata Roxb.|boswellia serrata|b. serrata|b.serrata|Boswellia serrata|B. serrata|boswellia serrata Roxb.|B.serrata
species:ncbi:248254	Monachus monachus|Mediterranean monk seal|M. monachus|mediterranean monk seal|Mediterranean monk seals|mediterranean monk seals|m.monachus|M.monachus|monachus monachus|m. monachus
species:ncbi:291364	l. muscarium|C. aphidicola|Lecanicillium muscarium|L. muscarium|lecanicillium muscarium|c.aphidicola|cephalosporium aphidicola|C.aphidicola|L.muscarium|l.muscarium|c. aphidicola|Cephalosporium aphidicola
species:ncbi:176285	o. capensis|c. capensis|Carios capensis|carios capensis|O.capensis|C.capensis|c.capensis|O. capensis|Ornithodoros capensis|o.capensis|ornithodoros capensis|C. capensis
species:ncbi:417437	lutzomyia evansi|L. evansi|Lutzomyia evansi|l.evansi|L.evansi|l. evansi
species:ncbi:176265	h. undatus|hylocereus undatus (Haw.) Britton & Rose|dragon fruits|dragon fruit|Dragon fruit|h.undatus|Hylocereus undatus (Haw.) Britton & Rose|H.undatus|Hylocereus undatus|hylocereus undatus|Dragon fruits|H. undatus
species:ncbi:291326	S. ningpoensis Hemsl.|scrophularia ningpoensis Hemsl.|xuan shens|Xuan shens|S. ningpoensis|s. ningpoensis Hemsl.|s.ningpoensis Hemsl.|s. ningpoensis|S.ningpoensis Hemsl.|S.ningpoensis|scrophularia ningpoensis|Scrophularia ningpoensis Hemsl.|Xuan shen|Scrophularia ningpoensis|s.ningpoensis|xuan shen
species:ncbi:291251	meretrix meretrix|asiatic hard clam|m. meretrix|M. meretrix|M.meretrix|Asiatic hard clams|asiatic hard clams|m.meretrix|Asiatic hard clam|Meretrix meretrix
species:ncbi:291283	p.paulista|P. paulista|p. paulista|polybia paulista|P.paulista|Polybia paulista
species:ncbi:176357	alyssum bertolonii|A. bertolonii|a.bertolonii|Alyssum bertolonii Desv.|alyssum bertolonii Desv.|a.bertolonii Desv.|Alyssum bertolonii|A. bertolonii Desv.|A.bertolonii|A.bertolonii Desv.|a. bertolonii Desv.|a. bertolonii
species:ncbi:461282	Spadefoot toads|L.banae|l. banae|l.banae|Spadefoot toad|spadefoot toad|Leptobrachium banae|spadefoot toads|L. banae|leptobrachium banae
species:ncbi:176597	solenopsis saevissima|S.saevissima|Solenopsis saevissima|s. saevissima|S. saevissima|s.saevissima
species:ncbi:176652	chilo iridescent virus CIV|i. iridescent virus type 6|c.iridescent virus CIV|insect iridescent virus type 6|invertebrate iridescent virus 6|Chilo iridescent virus|i. virus type 6|Iridescent virus type 6|I.iridescent virus 6|i. iridescent virus 6|c.iridescent virus|Chilo iridescent virus CIV|I. iridescent virus 6|Chilo iridescent virus type 6|c.iridescent virus type 6|Invertebrate iridescent virus 6|i.iridescent virus type 6|chilo iridescent virus type 6|iridescent virus type 6|i.virus type 6|Insect iridescent virus type 6|chilo iridescent virus|I.iridescent virus type 6|CIV|I. iridescent virus type 6|C. iridescent virus type 6|C. iridescent virus CIV|C.iridescent virus type 6|c. iridescent virus|c. iridescent virus CIV|I. virus type 6|IIV-6|C. iridescent virus|C.iridescent virus CIV|C.iridescent virus|I.virus type 6|iridovirus CIV|i.iridescent virus 6|Iridovirus CIV|c. iridescent virus type 6
species:ncbi:176616	eupatorium adenophorum|ageratina adenophora|ageratina adenophora (Spreng.) R.M.King & H.Rob.|A. adenophora|E.adenophorum|a. adenophora|eupatorium adenophorum Spreng.|a.adenophora|E. adenophorum|Eupatorium adenophorum Spreng.|Ageratina adenophora (Spreng.) R.M.King & H.Rob.|Eupatorium adenophorum|Ageratina adenophora|A.adenophora|e.adenophorum|e. adenophorum
species:ncbi:77151	Black-footed ferrets|mustela nigripes|Black-footed ferret|M.nigripes|M. nigripes|m.nigripes|black-footed ferret|black-footed ferrets|Mustela nigripes|m. nigripes
species:ncbi:77149	Mustela eversmanni|Mustela eversmannii|M. eversmannii|m. eversmannii|m.eversmannii|Mustela eversmanii|mustela eversmanii|M.eversmannii|M. eversmanni|M.eversmanni|steppe polecat|mustela eversmannii|mustela eversmanni|m. eversmanni|Steppe polecats|m.eversmanni|Steppe polecat|steppe polecats
species:ncbi:77133	unknown bacteria|uncultured bacterium|u.bacteria|Uncultured Bacteria bacterium|Uncultured bacterial|uncultured bacterial|b. sp.|u.bacterium|Uncultivated bacterium|uncultured eubacterium|b.sp.|u. bacterium|B.sp.|U. bacterium|U.bacteria|u.Bacteria bacterium|Uncultured bacterium|bacterium sp.|u. Bacteria bacterium|Unknown bacteria|u. eubacterium|Unclassified bacterium|U.Bacteria bacterium|Unknown eubacteria|U. eubacteria|U.bacterium|Bacterial sp.|u.eubacteria|Unknown eubacterium|U. Bacteria bacterium|u.eubacterium|bacterial sp.|B. sp.|uncultured bacteria|U.eubacteria|u. eubacteria|uncultivated bacterium|Uncultured eubacterium|U. bacteria|Uncultured bacteria|uncultured Bacteria bacterium|unclassified bacterium|U.eubacterium|unknown eubacterium|Bacterium sp.|unknown eubacteria|U. eubacterium|u. bacteria
species:ncbi:77170	spruce beetle|D.rufipennis|spruce beetles|d. rufipennis|D. rufipennis|Dendroctonus rufipennis|dendroctonus rufipennis|Spruce beetles|d.rufipennis|Spruce beetle
species:ncbi:77173	red turpentine beetle|d. valens|Red turpentine beetle|dendroctonus valens|D. valens|d.valens|Dendroctonus valens|Red turpentine beetles|red turpentine beetles|D.valens
species:ncbi:77166	Mountain pine beetles|d.ponderosae|mountain pine beetles|D. ponderosae|D.ponderosae|dendroctonus ponderosae|Dendroctonus ponderosae|Mountain pine beetle|mountain pine beetle|d. ponderosae
species:ncbi:77160	Western pine beetles|western pine beetle|Western pine beetle|d. brevicomis|D.brevicomis|D. brevicomis|dendroctonus brevicomis|Dendroctonus brevicomis|d.brevicomis|western pine beetles
species:ncbi:77161	d. frontalis|d.frontalis|southern pine beetles|D. frontalis|Southern pine beetle|D.frontalis|dendroctonus frontalis|Southern pine beetles|southern pine beetle|Dendroctonus frontalis
species:ncbi:175522	lagurus lagurus|l. lagurus|Lagurus lagurus|L. lagurus|l.lagurus|L.lagurus
species:ncbi:175530	b. rossi|Babesia rossi|b.rossi|B. rossi|babesia rossi|B.rossi
species:ncbi:10891	reovirus sp.|Reovirus|r.sp.|R.sp.|reovirus|R. sp.|Reovirus sp.|r. sp.
species:ncbi:158163	stenotaphrum secundatum|s. secundatum|S. secundatum|Stenotaphrum secundatum|S.secundatum|s.secundatum
species:ncbi:10871	Pseudomonas phage Pf1|p. phage Pf1|phage Pf1|pseudomonas phage Pf1|Bacteriophage Pf1|Phage Pf1|P.phage Pf1|p.phage Pf1|P. phage Pf1|bacteriophage Pf1
species:ncbi:10870	E. phage M13|bacteriophage M13|phage M13|Enterobacteria phage M13|coliphage M13|Bacteriophage M13|E.phage M13|Phage M13|m13 virus|Coliphage M13|e. phage M13|M13 virus|enterobacteria phage M13|e.phage M13
species:ncbi:10831	t. golden mosaic virus|T.golden mosaic virus|t.golden mosaic virus TGMV|T. golden mosaic virus|T.golden mosaic virus TGMV|t.golden mosaic virus|T. golden mosaic virus TGMV|Tomato golden mosaic virus|TGMV|Tomato golden mosaic virus TGMV|tomato golden mosaic virus|t. golden mosaic virus TGMV|tomato golden mosaic virus TGMV
species:ncbi:10832	tomato yellow leaf curl virus|Tomato yellow leaf curl geminivirus|tomato yellow leaf curl begomovirus|t. yellow leaf curl begomovirus|T. yellow leaf curl geminivirus|t.yellow leaf curl begomovirus|tomato yellow leaf curl virus TYLCV|t. yellow leaf curl virus|tYLCV|Tomato yellow leaf curl virus TYLCV|T. yellow leaf curl begomovirus|tomato yellow leaf curl geminivirus|TYLCV|T.yellow leaf curl virus TYLCV|t.yellow leaf curl geminivirus|T.yellow leaf curl begomovirus|t.yellow leaf curl virus|T.yellow leaf curl virus|Tomato yellow leaf curl begomovirus|t. yellow leaf curl geminivirus|t.yellow leaf curl virus TYLCV|Tomato yellow leaf curl virus|T.yellow leaf curl geminivirus|t. yellow leaf curl virus TYLCV|T. yellow leaf curl virus TYLCV|T. yellow leaf curl virus
species:ncbi:10834	WDV|wheat dwarf virus|W. dwarf virus|w. dwarf virus|Wheat dwarf virus|w.dwarf virus|W.dwarf virus
species:ncbi:10838	b.dwarf mosaic geminivirus|bean dwarf mosaic virus|bean dwarf mosaic geminivirus|b.dwarf mosaic virus|b. dwarf mosaic geminivirus|Bean dwarf mosaic virus|b. dwarf mosaic virus|B.dwarf mosaic virus|B.dwarf mosaic geminivirus|B. dwarf mosaic virus|B. dwarf mosaic geminivirus|Bean dwarf mosaic geminivirus
species:ncbi:10839	B. golden mosaic virus|bean golden mosaic geminivirus|b.golden mosaic virus|B.golden mosaic virus|b. golden mosaic virus|Bean golden mosaic virus|Bean golden mosaic geminivirus|b.golden mosaic geminivirus|b. golden mosaic geminivirus|bean golden mosaic virus|B. golden mosaic geminivirus|B.golden mosaic geminivirus
species:ncbi:10840	beet curly top virus|beet curly top virus BCTV|B. curly top virus BCTV|b.curly top virus|BCTV|B.curly top virus|B.curly top virus BCTV|Beet curly top virus BCTV|B. curly top virus|b.curly top virus BCTV|b. curly top virus|Beet curly top virus|b. curly top virus BCTV
species:ncbi:10809	Densonucleosis virus|densovirus sp.|Bombyx densovirus|D.of Bombyx type 1|d. of Bombyx type 1|d.virus|densonucleosis virus|bombyx densonucleosis virus|B.densonucleosis virus|d. virus|b.densovirus|S.densovirus|D.virus|s. densovirus|B.densovirus|bombyx densovirus|s.densovirus|B.mori densovirus|Silkworm densovirus|S. densovirus|D. of Bombyx type 1|b. mori densovirus|b.densonucleosis virus|B. densonucleosis virus|bombyx mori densovirus|B. densovirus|Densovirus of Bombyx type 1|Densovirus sp.|B. mori densovirus|D. virus|Bombyx mori densovirus|b.mori densovirus|b. densonucleosis virus|d.of Bombyx type 1|densovirus of Bombyx type 1|b. densovirus|silkworm densovirus|Bombyx densonucleosis virus
species:ncbi:10815	A.mosaic geminivirus|Abutilon mosaic geminivirus|abuliton mosaic virus|Abuliton mosaic virus|a.mosaic geminivirus|a.mosaic virus|a. mosaic geminivirus|abutilon mosaic virus|A.mosaic virus|abutilon mosaic geminivirus|Abutilon mosaic virus|a. mosaic virus|A. mosaic geminivirus|A. mosaic virus
species:ncbi:10817	C.mosaic virus|c.latent virus|c. latent virus|c. mosaic virus|cassava mosaic virus|A.cassava mosaic virus|CLV|Cassava mosaic virus|C. mosaic virus|Cassava latent virus|cassava latent virus|C. latent virus|african cassava mosaic virus|c.mosaic virus|C.latent virus|a. cassava mosaic virus|A. cassava mosaic virus|African cassava mosaic virus|a.cassava mosaic virus
species:ncbi:10827	p.yellow mosaic virus|p. yellow mosaic virus|P.yellow mosaic virus|P. yellow mosaic virus|Potato yellow mosaic virus|potato yellow mosaic virus
species:ncbi:10821	MSV|m.streak virus|M.streak virus|m. streak virus|M. streak virus|maize streak virus|Maize streak virus
species:ncbi:10804	a. virus type 2|A.virus - 2|A. virus 2|A.virus type 2|adeno-associated virus 2|a.virus - 2|a. virus 2|A. virus - 2|adeno associated virus 2|adeno-associated virus type 2|a.virus type 2|Adeno associated virus 2|A.virus 2|A. associated virus 2|Adeno-associated virus - 2|a.associated virus 2|A. virus type 2|a.virus 2|Adeno-associated virus type 2|A.associated virus 2|a. associated virus 2|Adeno-associated virus 2|adeno-associated virus - 2|a. virus - 2|AAV2
species:ncbi:77205	microsporum ferrugineum|m. ferrugineum|Microsporum ferrugineum|m.ferrugineum|M.ferrugineum|M. ferrugineum
species:ncbi:77206	p. sp. 61-3|Pseudomonas sp. 61-3|pseudomonas sp. 61-3|P. sp. 61-3|p.sp. 61-3|P.sp. 61-3
species:ncbi:77214	E. helvum|e. helvum|straw-colored fruit bats|eidolon helvum|Straw-colored fruit bat|E.helvum|straw-colored fruit bat|e.helvum|Straw-colored fruit bats|Eidolon helvum
species:ncbi:77009	H.vulgare subsp. spontaneum (K.Koch) Thell.|H. spontaneum|h. vulgare subsp. spontaneum (K.Koch) Thell.|wild barley|h.spontaneum|wild barleys|h. spontaneum|h.vulgare subsp. spontaneum (K.Koch) Thell.|hordeum spontaneum|H.vulgare subsp. spontaneum|Wild barleys|h. vulgare subsp. spontaneum|H. vulgare subsp. spontaneum (K.Koch) Thell.|hordeum vulgare subsp. spontaneum|Hordeum vulgare subsp. spontaneum (K.Koch) Thell.|Hordeum vulgare subsp. spontaneum|H. vulgare subsp. spontaneum|Hordeum spontaneum|H.spontaneum|Wild barley|h.vulgare subsp. spontaneum|hordeum vulgare subsp. spontaneum (K.Koch) Thell.
species:ncbi:77022	a.raciborskii|C.raciborskii (Woloszynska) Seenayya and Subba-Raju 1972|C.raciborskii|A. raciborskii|c. raciborskii (Woloszynska) Seenayya and Subba-Raju 1972|C. raciborskii (Woloszynska) Seenayya and Subba-Raju 1972|c.raciborskii|Cylindrospermopsis raciborskii (Woloszynska) Seenayya and Subba-Raju 1972|C. raciborskii|anabaenopsis raciborskii|c.raciborskii (Woloszynska) Seenayya and Subba-Raju 1972|A.raciborskii|Cylindrospermopsis raciborskii|c. raciborskii|cylindrospermopsis raciborskii (Woloszynska) Seenayya and Subba-Raju 1972|cylindrospermopsis raciborskii|Anabaenopsis raciborskii|a. raciborskii
species:ncbi:77020	M.pachydermatis|Malassezia pachydermatis|m.pachydermatis|M. pachydermatis|malassezia pachydermatis|m. pachydermatis
species:ncbi:77050	V. macrocarpa|vatairea macrocarpa|V.macrocarpa|v. macrocarpa|v.macrocarpa|vatairea macrocarpa (Benth.) Ducke|V.macrocarpa (Benth.) Ducke|v. macrocarpa (Benth.) Ducke|v.macrocarpa (Benth.) Ducke|Vatairea macrocarpa (Benth.) Ducke|V. macrocarpa (Benth.) Ducke|Vatairea macrocarpa
species:ncbi:77054	t. hirci|Theileria hirci|Theileria lestoquardi|t.lestoquardi|T.hirci|t.hirci|theileria hirci|theileria lestoquardi|T.lestoquardi|T. lestoquardi|t. lestoquardi|T. hirci
species:ncbi:77044	rosellinia necatrix|R. necatrix|R.necatrix|r. necatrix|Rosellinia necatrix|r.necatrix
species:ncbi:77095	B. (Prevotella) ruminicola subsp. brevis biovar 3|bacteroides (Prevotella) ruminicola subsp. brevis biovar 3|b.(Prevotella) ruminicola subsp. brevis biovar 3|P.bryantii|p.bryantii|Prevotella bryantii|b. (Prevotella) ruminicola subsp. brevis biovar 3|Bacteroides (Prevotella) ruminicola subsp. brevis biovar 3|p. bryantii|P. bryantii|B.(Prevotella) ruminicola subsp. brevis biovar 3|prevotella bryantii Avgustin et al. 1997|prevotella bryantii|Prevotella bryantii Avgustin et al. 1997
species:ncbi:10987	W. tumor virus|w.tumor virus|wound tumor virus|W.tumor virus|WTV|w. tumor virus|Wound tumor virus
species:ncbi:10991	RDV|r. dwarf virus RDV|R.dwarf phytoreovirus|r.dwarf phytoreovirus|Rice dwarf phytoreovirus RDV|R. dwarf virus RDV|r. dwarf virus|R. dwarf virus|R. dwarf phytoreovirus RDV|r.dwarf virus|rice dwarf phytoreovirus RDV|r.dwarf phytoreovirus RDV|R.dwarf virus RDV|Rice dwarf virus|r.dwarf virus RDV|Rice dwarf phytoreovirus|r. dwarf phytoreovirus|rice dwarf virus|Rice dwarf virus RDV|R. dwarf phytoreovirus|R.dwarf virus|R.dwarf phytoreovirus RDV|r. dwarf phytoreovirus RDV|rice dwarf phytoreovirus|rice dwarf virus RDV
species:ncbi:10990	R.black-streaked dwarf virus RBSDV|Rice black streaked dwarf virus|r.black streaked dwarf virus|r.black-streaked dwarf virus RBSDV|rice black streaked dwarf virus|R. black-streaked dwarf virus|rice black-streaked dwarf virus RBSDV|r. black streaked dwarf virus|Rice black-streaked dwarf virus RBSDV|r. black-streaked dwarf virus|RBSDV|r.black-streaked dwarf virus|R.black-streaked dwarf virus|rice black-streaked dwarf virus|r. black-streaked dwarf virus RBSDV|R. black-streaked dwarf virus RBSDV|R. black streaked dwarf virus|Rice black-streaked dwarf virus|R.black streaked dwarf virus
species:ncbi:10995	IBDV|i.bursal disease virus IBDV|I.bursal disease virus of chickens|I. bursal disease virus of chickens|A.infectious bursal disease virus|I. bursal disease virus|i. bursal disease virus IBDV|infectious bursal disease virus IBDV|i.bursal disease virus|Gumboro virus|gumboro virus|infectious bursal disease virus of chickens|avian infectious bursal disease virus|i. bursal disease virus of chickens|a.infectious bursal disease virus|a. infectious bursal disease virus|A. infectious bursal disease virus|Avian infectious bursal disease virus|i.bursal disease virus of chickens|Infectious bursal disease virus|i. bursal disease virus|Infectious bursal disease virus of chickens|I.bursal disease virus|Infectious bursal disease virus IBDV|infectious bursal disease virus|I. bursal disease virus IBDV|I.bursal disease virus IBDV
species:ncbi:10937	E. rotavirus|e.rotavirus|E.rotavirus|e. rotavirus|equine rotavirus|Equine rotavirus
species:ncbi:142972	C.rudolphii|Contracaecum rudolphii|contracaecum rudolphii|c. rudolphii|C. rudolphii|c.rudolphii
species:ncbi:158080	c.salexigens Arahal et al. 2001|halomonas elongata DSM 3043|c. salexigens|C.salexigens Arahal et al. 2001|Chromohalobacter salexigens|c.salexigens|C. salexigens Arahal et al. 2001|c. salexigens Arahal et al. 2001|halomonas elongata ATCC 33174|Halomonas elongata DSM 3043|halomonas elongata DSM 3043s|Halomonas elongata ATCC 33174s|C.salexigens|Chromohalobacter salexigens Arahal et al. 2001|chromohalobacter salexigens Arahal et al. 2001|Halomonas elongata ATCC 33174|chromohalobacter salexigens|Halomonas elongata DSM 3043s|halomonas elongata ATCC 33174s|C. salexigens
species:ncbi:158098	white panics|echinochloa frumentacea|E. crus-galli var. frumentacea (Link) E.G.Camus & A.Camus|e. crus-galli var. frumentacea (Link) E.G.Camus & A.Camus|E. frumentacea|E. frumentacea Link|sama|E.frumentacea|Echinochloa frumentacea|e. crus-galli var. frumentacea|e.crus-galli var. frumentacea (Link) E.G.Camus & A.Camus|Billion-dollar grass|e.frumentacea Link|billion-dollar grass|White panic|e. frumentacea|samas|Japanese millets|Echinochloa crus-galli var. frumentacea|Echinochloa frumentacea Link|Samas|e.frumentacea|japanese millets|echinochloa crus-galli var. frumentacea (Link) E.G.Camus & A.Camus|white panic|E. crus-galli var. frumentacea|Echinochloa crus-galli var. frumentacea (Link) E.G.Camus & A.Camus|E.frumentacea Link|echinochloa crus-galli var. frumentacea|E.crus-galli var. frumentacea|echinochloa frumentacea Link|Sama|E.crus-galli var. frumentacea (Link) E.G.Camus & A.Camus|e.crus-galli var. frumentacea|White panics|japanese millet|Japanese millet|e. frumentacea Link
species:ncbi:77113	Yellow water lilys|N.lutea|Nuphar luteum|n. lutea|N. lutea|Yellow water lily|nuphar luteum|yellow water lilys|yellow water lily|n.lutea|nuphar lutea|Nuphar lutea
species:ncbi:10921	Feline rotavirus|f.rotavirus|F. rotavirus|f. rotavirus|feline rotavirus|F.rotavirus
species:ncbi:175771	h. crispa|R.macrodactylus|R. macrodactylus|Heteractis crispa|h.crispa|leathery sea anemones|H.crispa|r.crispus|radianthus macrodactylus|r.macrodactylus|H. crispa|R. crispus|r. macrodactylus|Leathery sea anemone|Radianthus crispus|Leathery sea anemones|heteractis crispa|r. crispus|Radianthus macrodactylus|leathery sea anemone|R.crispus|radianthus crispus
species:ncbi:247704	P.tuberculatum|piper tuberculatum|P. tuberculatum|Piper tuberculatum|p. tuberculatum|p.tuberculatum
species:ncbi:158327	H. chejuensis|gamma proteobacterium HA-9s|hahella chejuensis|Gamma proteobacterium HA-9|Hahella chejuensis|Hahella chejuensis Lee et al. 2001|h. chejuensis|Gamma proteobacterium HA-9s|h.chejuensis|hahella chejuensis Lee et al. 2001|gamma proteobacterium HA-9|H.chejuensis
species:ncbi:158314	p. umbellatus|p.umbellatus|P. umbellatus|Polyporus umbellatus|P.umbellatus|polyporus umbellatus
species:ncbi:175797	silurus soldatovi meridionalis|s. soldatovi meridionalis|Silurus soldatovi meridionalis|S. soldatovi meridionalis|s. meridionalis|S.meridionalis|silurus meridionalis|Silurus meridionalis|s.soldatovi meridionalis|s.meridionalis|S. meridionalis|S.soldatovi meridionalis
species:ncbi:128105	Cayenne spiny rats|Echimys guyannensis|P.cayennensis|p.guyannensis|e.cayennensis|p. guyannensis|Echimys cayennensis|guyenne spiny-rats|p. cayennensis|E. guyannensis|echimys guyannensis|Cayenne spiny rat|E.cayennensis|cayenne spiny rats|E. cayennensis|proechimys cayennensis|e. guyannensis|e.guyannensis|echimys cayennensis|cayenne spiny rat|Guyenne spiny-rats|P. guyannensis|P.guyannensis|Proechimys guyannensis|e. cayennensis|P. cayennensis|Guyenne spiny-rat|E.guyannensis|Proechimys cayennensis|guyenne spiny-rat|p.cayennensis|proechimys guyannensis
species:ncbi:158372	p.chrysogenum virus|P.chrysogenum virus|p. chrysogenum virus|PCV|Penicillium chrysogenum virus|P. chrysogenum virus|penicillium chrysogenum virus
species:ncbi:158379	a. taiwanensis|ascogregarina taiwanensis|A.taiwanensis|Ascogregarina taiwanensis|A. taiwanensis|a.taiwanensis
species:ncbi:158387	t.japonicus|t. japonicus|T. japonicus|tigriopus japonicus|Tigriopus japonicus|T.japonicus
species:ncbi:77298	p. jessenii|p.jessenii|p. jessenii Verhille et al. 1999|p.jessenii Verhille et al. 1999|pseudomonas jessenii Verhille et al. 1999|P. jessenii Verhille et al. 1999|pseudomonas jessenii|Pseudomonas jessenii Verhille et al. 1999|P.jessenii|P. jessenii|P.jessenii Verhille et al. 1999|Pseudomonas jessenii
species:ncbi:291982	S.gigas|Queen conch|queen conchs|Strombus gigas|s.gigas|queen conch|pink conch|S. gigas|strombus gigas|Pink conch|pink conchs|Queen conchs|Pink conchs|s. gigas
species:ncbi:175644	P. skrjabini|p. skrjabini|P.skrjabini|pagumogonimus skrjabini|Pagumogonimus skrjabini|p.skrjabini
species:ncbi:291940	a.hirsutus Lam.|A. hirsutus Lam.|artocarpus hirsuta|a. hirsutus|Artocarpus hirsutus|ainis|aini-marams|A.hirsutus Lam.|A.hirsutus|A. hirsutus|a. hirsuta|Artocarpus hirsutus Lam.|artocarpus hirsutus Lam.|a.hirsutus|Aini|a.hirsuta|aini-maram|A. hirsuta|Artocarpus hirsuta|aini|Ainis|Aini-marams|Aini-maram|artocarpus hirsutus|a. hirsutus Lam.|A.hirsuta
species:ncbi:175694	A. paniculata|A.paniculata|andrographis paniculata|A. paniculata (Burm.f.) Nees|a.paniculata (Burm.f.) Nees|a.paniculata|Andrographis paniculata|a. paniculata|Andrographis paniculata (Burm.f.) Nees|andrographis paniculata (Burm.f.) Nees|A.paniculata (Burm.f.) Nees|a. paniculata (Burm.f.) Nees
species:ncbi:128017	Longan|d.longan|d. longan|longans|D.longan|Dimocarpus longan|D. longan|Longans|longan|dimocarpus longan
